case,sample,wall_time,ros_time,point_count,min_x,max_x,min_y,max_y,final_linear_x,final_linear_y,final_angular_z,odom_x,odom_y,odom_yaw
turn,47,102546.899406112,281.909,1008,-0.38614227484083274,0.3531682298074257,-0.16340081494407835,0.18783632437116518,0.0,0.0,0.3,0.45977563848645314,0.5224237914612823,1.5727844026129463
turn,48,102546.995977817,282.004,1008,-0.3831009631439825,0.3519065349307145,-0.17151742746848117,0.17791501269844776,0.0,0.0,0.3,0.45008124890406725,0.5090434971045096,1.5700003188252338
turn,49,102547.097498433,282.10400000000004,1008,-0.38444863279319863,0.3488448814550641,-0.18353433181254838,0.16479652802999306,0.0,0.0,0.3,0.43569640126524356,0.5022578457906993,1.5666298035264705
turn,50,102547.195916076,282.199,1008,-0.3760979805444261,0.34947472502187577,-0.19048016864463693,0.16830620917127406,0.0,0.0,0.3,0.4287577348445987,0.49176229817885203,1.5713771814242419
turn,51,102547.296585763,282.29900000000004,1008,-0.3941337682760721,0.35342527277201025,-0.17073214397275005,0.1656078196541421,0.0,0.0,0.3,0.45173118344708324,0.49898750320301033,1.607152508684144
turn,52,102547.393739488,282.389,1008,-0.3882696389029032,0.3513491895396243,-0.16461511606380647,0.18899890428934132,0.0,0.0,0.3,0.4639914128633677,0.5013297018864921,1.6180258813068509
turn,53,102547.497451353,282.499,1008,-0.381350996046539,0.3522305831874453,-0.168512533765234,0.18044194847607614,0.0,0.0,0.3,0.4608089838501855,0.4877874956863943,1.6205881898266374
turn,54,102547.601336614,282.599,1008,-0.38626425130783293,0.35040446458204483,-0.18265731710975047,0.16356905786814707,0.0,0.0,0.3,0.44336857058945317,0.48340274618056467,1.6442866223990245
turn,55,102547.704500151,282.699,1008,-0.38196167160747563,0.35112515829754365,-0.1846991198561578,0.16639711101566546,0.0,0.0,0.3,0.43725118239472854,0.4736717557969351,1.6514612287827983
turn,56,102547.795402234,282.78900000000004,1008,-0.39387030841061577,0.35147148468827555,-0.17120614670920198,0.16544261471761534,0.0,0.0,0.3,0.44961131161429785,0.47626786817125294,1.689306068453308
turn,57,102547.893444697,282.889,1008,-0.3883463779620704,0.35183363903197556,-0.16437056535684208,0.1881753261232328,0.0,0.0,0.3,0.46116999473658565,0.47567790358033196,1.7224974965797417
turn,58,102547.996592965,282.98900000000003,1008,-0.3795950722681691,0.35211149681921666,-0.17042280693549663,0.17713903498329064,0.0,0.0,0.3,0.4582085806901953,0.46028922208580597,1.7432481047964339
turn,59,102548.098155588,283.089,1008,-0.38503076742510317,0.3498883915273628,-0.1830678758104452,0.16367397316932122,0.0,0.0,0.3,0.4466473128069805,0.4532923045493521,1.7400697798745226
